layer,asset_type,asset_name,geometry_type,authority,confidence,spatial_precision,field_verification_required,osm_type,osm_id
asset_paths,path,"Beach walks, access paths and Lakefront Trail segments",LineString,OSM working geometry; CPD confirms ADA beach walk and paved dune-edge paths,medium,mapped centerlines,yes,way,1446956901
asset_paths,path,"Beach walks, access paths and Lakefront Trail segments",LineString,OSM working geometry; CPD confirms ADA beach walk and paved dune-edge paths,medium,mapped centerlines,yes,way,1446956902
asset_paths,path,"Beach walks, access paths and Lakefront Trail segments",LineString,OSM working geometry; CPD confirms ADA beach walk and paved dune-edge paths,medium,mapped centerlines,yes,way,1446956906
asset_paths,path,"Beach walks, access paths and Lakefront Trail segments",LineString,OSM working geometry; CPD confirms ADA beach walk and paved dune-edge paths,medium,mapped centerlines,yes,way,1446958576
asset_paths,path,"Beach walks, access paths and Lakefront Trail segments",LineString,OSM working geometry; CPD confirms ADA beach walk and paved dune-edge paths,medium,mapped centerlines,yes,way,1459438952
asset_paths,path,"Beach walks, access paths and Lakefront Trail segments",LineString,OSM working geometry; CPD confirms ADA beach walk and paved dune-edge paths,medium,mapped centerlines,yes,way,1459438953
asset_paths,path,"Beach walks, access paths and Lakefront Trail segments",LineString,OSM working geometry; CPD confirms ADA beach walk and paved dune-edge paths,medium,mapped centerlines,yes,way,1459438954
asset_paths,path,"Beach walks, access paths and Lakefront Trail segments",LineString,OSM working geometry; CPD confirms ADA beach walk and paved dune-edge paths,medium,mapped centerlines,yes,way,1510592756
asset_paths,path,"Beach walks, access paths and Lakefront Trail segments",LineString,OSM working geometry; CPD confirms ADA beach walk and paved dune-edge paths,medium,mapped centerlines,yes,way,1524467776
asset_paths,path,"Beach walks, access paths and Lakefront Trail segments",LineString,OSM working geometry; CPD confirms ADA beach walk and paved dune-edge paths,medium,mapped centerlines,yes,way,1524467777
asset_paths,path,"Beach walks, access paths and Lakefront Trail segments",LineString,OSM working geometry; CPD confirms ADA beach walk and paved dune-edge paths,medium,mapped centerlines,yes,way,1524467778
asset_paths,path,"Beach walks, access paths and Lakefront Trail segments",LineString,OSM working geometry; CPD confirms ADA beach walk and paved dune-edge paths,medium,mapped centerlines,yes,way,1524468670
asset_paths,path,"Beach walks, access paths and Lakefront Trail segments",LineString,OSM working geometry; CPD confirms ADA beach walk and paved dune-edge paths,medium,mapped centerlines,yes,way,1524468675
asset_safety_buoys,safety buoy,Candidate 64th Street buoy positions,Point,CPD confirms distance swimming between first and third buoys; OSM supplies candidate points,medium,individual mapped point,yes,node,12018878419
asset_safety_buoys,safety buoy,Candidate 64th Street buoy positions,Point,CPD confirms distance swimming between first and third buoys; OSM supplies candidate points,medium,individual mapped point,yes,node,12018878420
asset_safety_buoys,safety buoy,Candidate 64th Street buoy positions,Point,CPD confirms distance swimming between first and third buoys; OSM supplies candidate points,medium,individual mapped point,yes,node,12018878421
asset_safety_buoys,safety buoy,Candidate 64th Street buoy positions,Point,CPD confirms distance swimming between first and third buoys; OSM supplies candidate points,medium,individual mapped point,yes,node,12018878422
asset_safety_references,lifeguard office,Lifeguard office / beach wheelchair checkout,Point,CPD facility page,high,associated with Beach House; interior location not mapped,yes,,
asset_safety_references,life ring coverage,Life ring #025 coverage: 59th to 63rd Street Beach,Point,CPD Beaches / Life Ring Locations,high,generalized symbol; exact cabinet coordinate unpublished,yes,,
asset_safety_references,swimming area,Designated swimming area - limits set operationally,Point,CPD beach page,high,generalized symbol; buoy line/seasonal limits require field verification,yes,,
asset_safety_references,distance swimming,"64th Street distance swimming, parallel to shore between 1st and 3rd buoys",Point,CPD beach page,high,generalized reference; buoy numbering unpublished in GIS,yes,,
